City,Severity_Level,Accident_Count,Severity_Ratio_Percent
ATTAPULGUS,2,3,37.5
ATTAPULGUS,3,1,12.5
ATTAPULGUS,4,4,50.0
ATTICA,2,20,52.63
ATTICA,4,18,47.37
ATTLEBORO,2,41,57.75
ATTLEBORO,3,22,30.99
ATTLEBORO,4,8,11.27
ATTLEBORO FALLS,1,1,4.76
ATTLEBORO FALLS,2,14,66.67
ATTLEBORO FALLS,3,6,28.57
ATWATER,1,12,1.3
ATWATER,2,895,96.86
ATWATER,3,5,0.54
ATWATER,4,12,1.3
ATWOOD,2,2,33.33
ATWOOD,4,4,66.67
AU GRES,4,3,100.0
AUBERRY,2,144,100.0
AUBREY,3,4,50.0
AUBREY,4,4,50.0
AUBURN,1,15,0.6
AUBURN,2,2261,90.8
AUBURN,3,106,4.26
AUBURN,4,108,4.34
AUBURN HILLS,2,144,74.61
AUBURN HILLS,3,33,17.1
AUBURN HILLS,4,16,8.29
AUBURNDALE,2,83,89.25
AUBURNDALE,4,10,10.75
AUBURNTOWN,2,1,25.0
AUBURNTOWN,4,3,75.0
AUDUBON,2,37,82.22
AUDUBON,3,4,8.89
AUDUBON,4,4,8.89
AUGUSTA,1,48,8.47
AUGUSTA,2,361,63.67
AUGUSTA,3,67,11.82
AUGUSTA,4,91,16.05
AULANDER,2,5,83.33
AULANDER,4,1,16.67
AULT,2,11,39.29
AULT,4,17,60.71
AUMSVILLE,1,1,0.68
AUMSVILLE,2,139,95.21
AUMSVILLE,3,1,0.68
AUMSVILLE,4,5,3.42
AURELIA,4,4,100.0
AURORA,1,64,3.26
AURORA,2,1350,68.67
AURORA,3,386,19.63
AURORA,4,166,8.44
AUSTELL,1,2,0.69
AUSTELL,2,229,79.51
AUSTELL,3,29,10.07
AUSTELL,4,28,9.72
AUSTERLITZ,2,10,76.92
AUSTERLITZ,4,3,23.08
AUSTIN,1,1,0.01
AUSTIN,2,17500,95.62
AUSTIN,3,553,3.02
AUSTIN,4,247,1.35
AUSTINBURG,4,2,100.0
AUSTINVILLE,2,166,91.21
AUSTINVILLE,3,7,3.85
AUSTINVILLE,4,9,4.95
AUTAUGAVILLE,2,7,77.78
AUTAUGAVILLE,4,2,22.22
AUTRYVILLE,4,4,100.0
AUXVASSE,2,8,100.0
AVA,2,7,87.5
AVA,4,1,12.5
AVALON,4,5,100.0
AVALON-MULAT,2,39,100.0
AVE MARIA,2,1,100.0
AVELLA,2,14,56.0
AVELLA,4,11,44.0
AVENAL,1,1,0.55
AVENAL,2,174,96.13
AVENAL,3,1,0.55
AVENAL,4,5,2.76
AVENEL,2,49,81.67
AVENEL,3,7,11.67
AVENEL,4,4,6.67
AVENTURA,2,594,100.0
AVERA,4,1,100.0
AVERILL PARK,1,2,2.33
AVERILL PARK,2,68,79.07
AVERILL PARK,4,16,18.6
AVILA BEACH,2,45,100.0
AVILLA,4,2,100.0
AVIS,2,10,100.0
AVOCA,2,65,80.25
AVOCA,3,3,3.7
AVOCA,4,13,16.05
AVON,1,6,1.62
AVON,2,283,76.28
AVON,3,32,8.63
AVON,4,50,13.48
AVON BY THE SEA,2,1,100.0
AVON PARK,2,131,96.32
AVON PARK,4,5,3.68
AVONDALE,1,59,8.91
AVONDALE,2,533,80.51
AVONDALE,3,43,6.5
AVONDALE,4,27,4.08
AVONDALE ESTATES,2,48,66.67
AVONDALE ESTATES,3,18,25.0
AVONDALE ESTATES,4,6,8.33
AVONMORE,2,16,66.67
AVONMORE,4,8,33.33
AWENDAW,2,3,100.0
AXIS,2,8,88.89
AXIS,4,1,11.11
AXSON,2,1,33.33
AXSON,3,1,33.33
AXSON,4,1,33.33
AXTELL,2,6,100.0
AXTON,2,2,40.0
AXTON,4,3,60.0
AYDEN,2,2,40.0
AYDEN,4,3,60.0
AYER,2,3,42.86
AYER,4,4,57.14
AYLETT,2,18,50.0
AYLETT,3,5,13.89
AYLETT,4,13,36.11
AYNOR,2,140,96.55
AYNOR,4,5,3.45
AZALEA,2,168,100.0
AZLE,2,3,100.0
AZTEC,2,1,100.0
AZUSA,2,1948,95.91
AZUSA,3,59,2.9
AZUSA,4,24,1.18
BABB,2,20,100.0
BABCOCK,4,1,100.0
BABSON PARK,2,1,100.0
BABYLON,2,34,75.56
BABYLON,3,5,11.11
BABYLON,4,6,13.33
BACKUS,2,108,96.43
BACKUS,3,4,3.57
BACLIFF,4,1,100.0
BACONTON,2,4,40.0
BACONTON,3,1,10.0
BACONTON,4,5,50.0
BADEN,2,3,27.27
BADEN,4,8,72.73
BADGER,2,32,100.0
BAGDAD,2,4,100.0
BAGGS,3,2,100.0
BAGLEY,2,62,89.86
BAGLEY,4,7,10.14
BAHAMA,2,2,100.0
BAILEY,2,35,49.3
BAILEY,3,16,22.54
BAILEY,4,20,28.17
BAILEYTON,2,3,75.0
BAILEYTON,4,1,25.0
BAINBRIDGE,2,34,60.71
BAINBRIDGE,3,5,8.93
BAINBRIDGE,4,17,30.36
BAINBRIDGE ISLAND,2,1,20.0
BAINBRIDGE ISLAND,4,4,80.0
BAINVILLE,2,7,100.0
BAIRD,4,1,100.0
BAKER,1,4,1.22
BAKER,2,313,95.14
BAKER,3,11,3.34
BAKER,4,1,0.3
BAKER CITY,2,1008,92.22
BAKER CITY,3,20,1.83
BAKER CITY,4,65,5.95
BAKERS MILLS,2,4,66.67
BAKERS MILLS,4,2,33.33
BAKERSFIELD,2,11790,97.89
BAKERSFIELD,3,133,1.1
BAKERSFIELD,4,121,1.0
BAKERSTOWN,3,1,100.0
BAKERSVILLE,2,3,100.0
BAL HARBOUR,2,41,100.0
BALA CYNWYD,1,1,0.16
BALA CYNWYD,2,583,94.18
BALA CYNWYD,3,13,2.1
BALA CYNWYD,4,22,3.55
BALATON,2,25,100.0
BALCH SPRINGS,2,249,76.38
BALCH SPRINGS,3,68,20.86
BALCH SPRINGS,4,9,2.76
BALD KNOB,2,30,93.75
BALD KNOB,4,2,6.25
BALDWIN,2,51,73.91
BALDWIN,3,2,2.9
BALDWIN,4,16,23.19
BALDWIN CITY,4,3,100.0
BALDWIN PARK,2,4463,95.08
BALDWIN PARK,3,179,3.81
BALDWIN PARK,4,52,1.11
BALDWIN PLACE,2,4,100.0
BALDWINSVILLE,2,56,69.14
BALDWINSVILLE,3,5,6.17
BALDWINSVILLE,4,20,24.69
BALDWINVILLE,2,1,100.0
BALFOUR,2,1,100.0
BALL GROUND,2,14,41.18
BALL GROUND,3,3,8.82
BALL GROUND,4,17,50.0
BALLANTINE,2,48,100.0
BALLARD,2,4,100.0
BALLICO,2,50,100.0
BALLSTON LAKE,1,4,2.27
BALLSTON LAKE,2,161,91.48
BALLSTON LAKE,3,5,2.84
BALLSTON LAKE,4,6,3.41
BALLSTON SPA,1,8,1.55
BALLSTON SPA,2,465,89.94
BALLSTON SPA,3,8,1.55
BALLSTON SPA,4,36,6.96
BALLWIN,2,18,42.86
BALLWIN,3,11,26.19
BALLWIN,4,13,30.95
BALMORHEA,2,2,50.0
BALMORHEA,4,2,50.0
BALSAM GROVE,2,3,60.0
BALSAM GROVE,4,2,40.0
BALTIC,4,1,100.0
BALTIMORE,1,13,0.37
BALTIMORE,2,2868,82.51
BALTIMORE,3,313,9.0
BALTIMORE,4,282,8.11
BAMBERG,2,72,98.63
BAMBERG,4,1,1.37
BANCROFT,2,23,71.88
BANCROFT,3,1,3.13
BANCROFT,4,8,25.0
BANDON,2,285,96.61
BANDON,3,4,1.36
BANDON,4,6,2.03
BANDY,2,1,33.33
BANDY,4,2,66.67
BANGOR,2,73,78.49
BANGOR,3,3,3.23
BANGOR,4,17,18.28
BANKS,1,2,0.68
BANKS,2,268,91.47
BANKS,3,8,2.73
BANKS,4,15,5.12
BANNER,2,9,90.0
BANNER,4,1,10.0
BANNER ELK,2,6,100.0
BANNING,2,5,71.43
BANNING,3,2,28.57
BANNOCKBURN,2,3,100.0
BANTAM,3,1,25.0
BANTAM,4,3,75.0
BAPCHULE,2,4,100.0
BAR HARBOR,2,5,100.0
BARABOO,2,11,40.74
BARABOO,3,6,22.22
BARABOO,4,10,37.04
BARBERTON,1,3,5.36
BARBERTON,2,42,75.0
BARBERTON,3,2,3.57
BARBERTON,4,9,16.07
BARBOURSVILLE,2,161,84.29
BARBOURSVILLE,3,5,2.62
BARBOURSVILLE,4,25,13.09
BARCLAY,2,11,64.71
BARCLAY,4,6,35.29
BARCO,1,1,16.67
BARCO,2,4,66.67
BARCO,4,1,16.67
BARDONIA,2,3,75.0
BARDONIA,4,1,25.0
BARDSTOWN,2,3,42.86
BARDSTOWN,4,4,57.14
BARGERSVILLE,3,4,100.0
BARHAMSVILLE,2,16,59.26
BARHAMSVILLE,4,11,40.74
BARING,2,5,100.0
BARKER,4,6,100.0
BARKHAMSTED,2,1,5.56
BARKHAMSTED,3,1,5.56
BARKHAMSTED,4,16,88.89
BARKSDALE AFB,2,11,91.67
BARKSDALE AFB,4,1,8.33
BARNEGAT,2,48,71.64
BARNEGAT,3,7,10.45
BARNEGAT,4,12,17.91
BARNESVILLE,2,132,80.49
BARNESVILLE,3,5,3.05
BARNESVILLE,4,27,16.46
BARNET,2,1,100.0
BARNETT,2,1,100.0
BARNEVELD,2,29,90.63
BARNEVELD,4,3,9.38
BARNEY,2,3,20.0
BARNEY,4,12,80.0
BARNHART,2,17,77.27
BARNHART,3,2,9.09
BARNHART,4,3,13.64
BARNHILL,2,1,50.0
BARNHILL,3,1,50.0
BARNUM,2,104,100.0
BARNWELL,2,120,99.17
BARNWELL,3,1,0.83
BARRE,2,2,50.0
BARRE,4,2,50.0
BARRETT,2,14,93.33
BARRETT,4,1,6.67
BARRINGTON,1,2,0.21
BARRINGTON,2,637,67.77
BARRINGTON,3,253,26.91
BARRINGTON,4,48,5.11
BARRON,4,6,100.0
BARRYVILLE,4,3,100.0
BARSTOW,2,530,97.97
BARSTOW,3,2,0.37
BARSTOW,4,9,1.66
BARTLETT,1,2,0.92
BARTLETT,2,128,58.72
BARTLETT,3,78,35.78
BARTLETT,4,10,4.59
BARTO,2,11,100.0
BARTON,2,4,50.0
BARTON,4,4,50.0
BARTON CITY,4,5,100.0
BARTONSVILLE,2,10,58.82
BARTONSVILLE,4,7,41.18
BARTOW,2,35,76.09
BARTOW,4,11,23.91
BASALT,2,1,20.0
BASALT,4,4,80.0
BASCOM,2,10,71.43
BASCOM,4,4,28.57
BASEHOR,2,14,93.33
BASEHOR,4,1,6.67
BASIN,2,13,92.86
BASIN,4,1,7.14
BASKERVILLE,2,6,42.86
BASKERVILLE,4,8,57.14
BASKING RIDGE,2,103,79.23
BASKING RIDGE,3,19,14.62
BASKING RIDGE,4,8,6.15
BASOM,4,5,100.0
BASS LAKE,2,35,100.0
BASSETT,2,43,66.15
BASSETT,3,3,4.62
BASSETT,4,19,29.23
BASTIAN,2,44,93.62
BASTIAN,4,3,6.38
BASTROP,2,5,41.67
BASTROP,3,1,8.33
BASTROP,4,6,50.0
BASYE,2,1,50.0
BASYE,4,1,50.0
BATAVIA,1,1,0.42
BATAVIA,2,210,87.87
BATAVIA,3,6,2.51
BATAVIA,4,22,9.21
BATES,2,63,100.0
BATES CITY,2,44,88.0
BATES CITY,3,1,2.0
BATES CITY,4,5,10.0
BATESBURG,2,153,98.71
BATESBURG,4,2,1.29
BATESLAND,4,1,100.0
BATESVILLE,2,30,49.18
BATESVILLE,4,31,50.82
BATH,2,38,70.37
BATH,4,16,29.63
BATH SPRINGS,4,1,100.0
BATON ROUGE,1,396,2.18
BATON ROUGE,2,17296,95.13
BATON ROUGE,3,345,1.9
BATON ROUGE,4,145,0.8
BATTLE CREEK,2,167,73.89
BATTLE CREEK,3,15,6.64
BATTLE CREEK,4,44,19.47
BATTLE GROUND,1,3,7.89
BATTLE GROUND,2,28,73.68
BATTLE GROUND,3,4,10.53
BATTLE GROUND,4,3,7.89
BATTLE LAKE,2,45,100.0
BATTLE MOUNTAIN,2,26,86.67
BATTLE MOUNTAIN,3,2,6.67
BATTLE MOUNTAIN,4,2,6.67
BATTLEBORO,2,30,83.33
BATTLEBORO,3,1,2.78
BATTLEBORO,4,5,13.89
BATTLEFIELD,2,3,100.0
BAUDETTE,2,32,100.0
BAUXITE,2,1,100.0
BAXLEY,2,3,23.08
BAXLEY,3,2,15.38
BAXLEY,4,8,61.54
BAXTER,2,103,93.64
BAXTER,3,2,1.82
BAXTER,4,5,4.55
BAY,2,3,75.0
BAY,4,1,25.0
BAY CITY,2,157,58.15
BAY CITY,3,22,8.15
BAY CITY,4,91,33.7
BAY HARBOR ISLANDS,2,37,100.0
BAY HEAD,2,6,100.0
BAY MINETTE,1,1,1.27
BAY MINETTE,2,71,89.87
BAY MINETTE,3,1,1.27
BAY MINETTE,4,6,7.59
BAY POINT,2,267,97.45
BAY POINT,3,1,0.36
BAY POINT,4,6,2.19
BAY SAINT LOUIS,2,39,86.67
BAY SAINT LOUIS,3,1,2.22
BAY SAINT LOUIS,4,5,11.11
BAY SHORE,1,7,1.93
BAY SHORE,2,284,78.45
BAY SHORE,3,36,9.94
BAY SHORE,4,35,9.67
BAY SPRINGS,2,2,100.0
BAY VILLAGE,2,1,100.0
BAYARD,2,5,100.0
BAYBORO,2,2,100.0
BAYFIELD,2,7,46.67
BAYFIELD,4,8,53.33
BAYONNE,1,1,0.49
BAYONNE,2,177,86.34
BAYONNE,3,6,2.93
BAYONNE,4,21,10.24
BAYOU LA BATRE,4,1,100.0
BAYPORT,2,59,81.94
BAYPORT,3,12,16.67
BAYPORT,4,1,1.39
BAYSIDE,2,233,83.81
BAYSIDE,3,34,12.23
BAYSIDE,4,11,3.96
BAYTOWN,2,86,51.5
BAYTOWN,3,45,26.95
BAYTOWN,4,36,21.56
BAYVILLE,2,62,75.61
BAYVILLE,3,5,6.1
BAYVILLE,4,15,18.29
BEACH CITY,4,6,100.0
BEACH LAKE,2,1,50.0
BEACH LAKE,4,1,50.0
BEACH PARK,2,86,55.48
BEACH PARK,3,59,38.06
BEACH PARK,4,10,6.45
BEACHWOOD,1,7,7.29
BEACHWOOD,2,70,72.92
BEACHWOOD,3,13,13.54
BEACHWOOD,4,6,6.25
BEACON,1,5,1.82
BEACON,2,257,93.45
BEACON,3,7,2.55
BEACON,4,6,2.18
BEACON FALLS,2,44,78.57
BEACON FALLS,3,2,3.57
BEACON FALLS,4,10,17.86
BEALE AFB,2,13,100.0
BEALETON,2,176,80.37
BEALETON,3,3,1.37
BEALETON,4,40,18.26
BEALLSVILLE,2,5,71.43
BEALLSVILLE,4,2,28.57
BEAN STATION,2,5,83.33
BEAN STATION,4,1,16.67
BEAR,2,150,64.1
BEAR,3,19,8.12
BEAR,4,65,27.78
BEAR CREEK,2,1,16.67
BEAR CREEK,4,5,83.33
BEAR CREEK TOWNSHIP,2,3,60.0
BEAR CREEK TOWNSHIP,4,2,40.0
BEAR LAKE,4,2,100.0
BEAR MOUNTAIN,2,20,86.96
BEAR MOUNTAIN,4,3,13.04
BEARCREEK,2,6,100.0
BEARDEN,2,9,69.23
BEARDEN,4,4,30.77
BEARDSTOWN,2,1,100.0
BEASLEY,2,2,25.0
BEASLEY,3,1,12.5
BEASLEY,4,5,62.5
BEATRICE,2,3,60.0
BEATRICE,4,2,40.0
BEATTIE,4,2,100.0
BEATTY,2,69,98.57
BEATTY,3,1,1.43
BEAUFORT,2,588,99.49
BEAUFORT,4,3,0.51
BEAUMONT,2,48,64.86
BEAUMONT,3,10,13.51
BEAUMONT,4,16,21.62
BEAVER,2,340,95.24
BEAVER,3,2,0.56
BEAVER,4,15,4.2
BEAVER CITY,4,1,100.0
BEAVER CREEK,2,11,100.0
BEAVER CROSSING,2,23,92.0
BEAVER CROSSING,4,2,8.0
BEAVER DAM,2,4,20.0
BEAVER DAM,3,4,20.0
BEAVER DAM,4,12,60.0
BEAVER FALLS,2,49,59.04
BEAVER FALLS,3,15,18.07
BEAVER FALLS,4,19,22.89
BEAVER MEADOWS,4,2,100.0
BEAVER SPRINGS,2,45,75.0
BEAVER SPRINGS,4,15,25.0
BEAVERCREEK,1,1,11.11
BEAVERCREEK,2,5,55.56
BEAVERCREEK,4,3,33.33
BEAVERDAM,4,1,100.0
BEAVERTON,1,65,7.7
BEAVERTON,2,662,78.44
BEAVERTON,3,48,5.69
BEAVERTON,4,69,8.18
BEAVERTOWN,2,28,96.55
BEAVERTOWN,4,1,3.45
BECCARIA,2,2,100.0
BECHTELSVILLE,2,10,83.33
BECHTELSVILLE,4,2,16.67
BECKER,2,114,98.28
BECKER,3,2,1.72
BECKET,2,4,80.0
BECKET,3,1,20.0
BECKLEY,2,181,98.37
BECKLEY,3,3,1.63
BECKVILLE,2,1,100.0
BECKWOURTH,2,33,100.0
BEDFORD,1,5,0.53
BEDFORD,2,769,81.81
BEDFORD,3,85,9.04
BEDFORD,4,81,8.62
BEDFORD HILLS,2,47,85.45
BEDFORD HILLS,4,8,14.55
BEDMINSTER,2,249,89.57
BEDMINSTER,3,24,8.63
BEDMINSTER,4,5,1.8
BEE BRANCH,2,4,80.0
BEE BRANCH,4,1,20.0
BEE CAVE,2,6,100.0
BEEBE,2,24,88.89
BEEBE,4,3,11.11
BEECH CREEK,2,37,90.24
BEECH CREEK,4,4,9.76
BEECH GROVE,2,55,78.57
BEECH GROVE,3,14,20.0
BEECH GROVE,4,1,1.43
BEECH ISLAND,1,3,1.25
BEECH ISLAND,2,237,98.75
BEECHER,2,2,28.57
BEECHER,3,2,28.57
BEECHER,4,3,42.86
BEECHGROVE,2,19,73.08
BEECHGROVE,3,1,3.85
BEECHGROVE,4,6,23.08
BEERSHEBA SPRINGS,2,1,100.0
BEGGS,2,2,66.67
BEGGS,4,1,33.33
BEJOU,2,4,100.0
BEL AIR,2,363,82.13
BEL AIR,3,10,2.26
BEL AIR,4,69,15.61
BEL ALTON,2,3,75.0
BEL ALTON,4,1,25.0
BELCAMP,2,16,59.26
BELCAMP,4,11,40.74
BELCHER,2,9,100.0
BELCHERTOWN,4,2,100.0
BELCOURT,2,1,100.0
BELDEN,2,19,86.36
BELDEN,3,1,4.55
BELDEN,4,2,9.09
BELDENVILLE,4,2,100.0
BELDING,2,2,100.0
BELEN,4,1,100.0
BELEWS CREEK,2,4,33.33
BELEWS CREEK,3,2,16.67
BELEWS CREEK,4,6,50.0
BELFAIR,1,1,1.15
BELFAIR,2,61,70.11
BELFAIR,3,13,14.94
BELFAIR,4,12,13.79
BELFAST,2,6,50.0
BELFAST,3,1,8.33
BELFAST,4,5,41.67
BELFIELD,2,21,95.45
BELFIELD,4,1,4.55
BELFORD,2,1,20.0
BELFORD,3,2,40.0
BELFORD,4,2,40.0
BELFRY,2,5,100.0
BELGIUM,2,4,44.44
BELGIUM,4,5,55.56
BELGRADE,2,357,98.89
BELGRADE,4,4,1.11
BELINGTON,2,9,69.23
BELINGTON,3,1,7.69
BELINGTON,4,3,23.08
BELL,2,79,100.0
BELL BUCKLE,2,1,50.0
BELL BUCKLE,4,1,50.0
BELL CANYON,2,7,100.0
BELL GARDENS,2,1758,96.59
BELL GARDENS,3,49,2.69
BELL GARDENS,4,13,0.71
BELLA VISTA,2,203,96.67
BELLA VISTA,3,5,2.38
BELLA VISTA,4,2,0.95
BELLAIRE,2,150,57.69
BELLAIRE,3,97,37.31
BELLAIRE,4,13,5.0
BELLE,2,65,79.27
BELLE,3,3,3.66
BELLE,4,14,17.07
BELLE CENTER,4,2,100.0
BELLE CHASSE,2,3,37.5
BELLE CHASSE,3,1,12.5
BELLE CHASSE,4,4,50.0
BELLE FOURCHE,2,2,40.0
BELLE FOURCHE,4,3,60.0
BELLE GLADE,1,2,14.29
BELLE GLADE,2,7,50.0
BELLE GLADE,3,4,28.57
BELLE GLADE,4,1,7.14
BELLE HAVEN,2,7,63.64
BELLE HAVEN,4,4,36.36
BELLE ISLE,2,5,100.0
BELLE MEAD,4,1,100.0
BELLE PLAINE,2,159,95.21
BELLE PLAINE,3,4,2.4
BELLE PLAINE,4,4,2.4
BELLE ROSE,2,1,100.0
BELLE VERNON,2,102,71.33
BELLE VERNON,3,11,7.69
BELLE VERNON,4,30,20.98
BELLEAIR,2,7,100.0
BELLEAIR BEACH,2,18,100.0
BELLEAIR BLUFFS,2,11,100.0
BELLEFONTAINE,4,8,100.0
BELLEFONTE,2,457,91.58
BELLEFONTE,3,2,0.4
BELLEFONTE,4,40,8.02
BELLEMONT,2,21,95.45
BELLEMONT,4,1,4.55
BELLEROSE,2,213,90.25
BELLEROSE,3,17,7.2
BELLEROSE,4,6,2.54
BELLEVIEW,2,174,94.57
BELLEVIEW,4,10,5.43
BELLEVILLE,2,231,70.64
BELLEVILLE,3,41,12.54
BELLEVILLE,4,55,16.82
BELLEVUE,1,13,0.78
BELLEVUE,2,1261,75.46
BELLEVUE,3,272,16.28
BELLEVUE,4,125,7.48
BELLFLOWER,2,1254,96.68
BELLFLOWER,3,37,2.85
BELLFLOWER,4,6,0.46
BELLINGHAM,1,2,0.47
BELLINGHAM,2,337,78.74
BELLINGHAM,3,40,9.35
BELLINGHAM,4,49,11.45
BELLMAWR,1,1,0.09
BELLMAWR,2,986,90.21
BELLMAWR,3,77,7.04
BELLMAWR,4,29,2.65
BELLMORE,2,156,87.15
BELLMORE,3,19,10.61
BELLMORE,4,4,2.23
BELLOWS FALLS,2,1,100.0
BELLPORT,2,5,55.56
BELLPORT,3,1,11.11
BELLPORT,4,3,33.33
BELLS,2,16,80.0
BELLS,4,4,20.0
BELLVILLE,2,1,25.0
BELLVILLE,3,1,25.0
BELLVILLE,4,2,50.0
BELLVUE,2,4,33.33
BELLVUE,3,1,8.33
BELLVUE,4,7,58.33
BELLWOOD,1,1,2.27
BELLWOOD,2,29,65.91
BELLWOOD,3,12,27.27
BELLWOOD,4,2,4.55
BELMAR,1,2,1.17
BELMAR,2,142,83.04
BELMAR,3,18,10.53
BELMAR,4,9,5.26
BELMOND,2,4,100.0
BELMONT,1,14,2.11
BELMONT,2,587,88.54
BELMONT,3,36,5.43
BELMONT,4,26,3.92
BELMONT HILLS,2,1,100.0
BELOIT,2,25,34.72
BELOIT,3,12,16.67
BELOIT,4,35,48.61
BELPRE,2,2,66.67
BELPRE,4,1,33.33
BELSANO,2,6,100.0
BELSPRING,4,1,100.0
BELT,2,32,96.97
BELT,4,1,3.03
BELTON,2,430,94.3
BELTON,3,13,2.85
BELTON,4,13,2.85
BELTSVILLE,1,3,0.41
BELTSVILLE,2,566,77.43
BELTSVILLE,3,83,11.35
BELTSVILLE,4,79,10.81
BELVEDERE TIBURON,2,49,96.08
BELVEDERE TIBURON,4,2,3.92
BELVIDERE,1,1,1.54
BELVIDERE,2,35,53.85
BELVIDERE,3,27,41.54
BELVIDERE,4,2,3.08
BELVIEW,2,14,100.0
BEMIDJI,2,406,99.75
BEMIDJI,3,1,0.25
BEMUS POINT,2,1,20.0
BEMUS POINT,4,4,80.0
BEN LOMOND,2,160,96.39
BEN LOMOND,3,3,1.81
BEN LOMOND,4,3,1.81
BENA,2,26,100.0
BENBROOK,2,1,100.0
BEND,2,3437,97.09
BEND,3,33,0.93
BEND,4,70,1.98
BENEDICT,2,1,33.33
BENEDICT,4,2,66.67
BENEZETT,2,6,100.0
BENICIA,1,18,3.42
BENICIA,2,492,93.36
BENICIA,3,12,2.28
BENICIA,4,5,0.95
BENNET,2,2,50.0
BENNET,4,2,50.0
BENNETT,2,20,38.46
BENNETT,3,9,17.31
BENNETT,4,23,44.23
BENNETTSVILLE,2,291,98.31
BENNETTSVILLE,4,5,1.69
BENNINGTON,2,11,84.62
BENNINGTON,4,2,15.38
BENSALEM,2,431,86.55
BENSALEM,3,28,5.62
BENSALEM,4,39,7.83
BENSENVILLE,2,22,18.33
BENSENVILLE,3,89,74.17
BENSENVILLE,4,9,7.5
BENSON,1,5,1.85
BENSON,2,218,80.44
BENSON,3,6,2.21
BENSON,4,42,15.5
BENT,4,1,100.0
BENT MOUNTAIN,4,2,100.0
BENTLEYVILLE,2,6,27.27
BENTLEYVILLE,3,1,4.55
BENTLEYVILLE,4,15,68.18
BENTON,2,409,85.21
BENTON,3,15,3.13
BENTON,4,56,11.67
BENTON CITY,2,3,75.0
BENTON CITY,4,1,25.0
BENTON HARBOR,2,108,68.35
BENTON HARBOR,3,21,13.29
BENTON HARBOR,4,29,18.35
BENTONIA,2,1,100.0
BENTONVILLE,2,98,87.5
BENTONVILLE,3,4,3.57
BENTONVILLE,4,10,8.93
BENWOOD,2,5,71.43
BENWOOD,4,2,28.57
BENZONIA,4,3,100.0
BEREA,2,4,50.0
BEREA,3,2,25.0
BEREA,4,2,25.0
BERGEN,2,64,100.0
BERGTON,2,2,33.33
BERGTON,4,4,66.67
BERKELEY,1,7,0.27
BERKELEY,2,2324,90.39
BERKELEY,3,218,8.48
BERKELEY,4,22,0.86
BERKELEY HEIGHTS,2,58,86.57
BERKELEY HEIGHTS,3,4,5.97
BERKELEY HEIGHTS,4,5,7.46
BERKELEY SPRINGS,2,19,100.0
BERKEY,4,6,100.0
BERKLEY,1,2,12.5
BERKLEY,2,10,62.5
BERKLEY,3,4,25.0
BERKSHIRE,2,2,50.0
BERKSHIRE,4,2,50.0
BERLIN,2,413,80.19
BERLIN,3,24,4.66
BERLIN,4,78,15.15
BERLIN CENTER,4,1,100.0
BERLIN HEIGHTS,2,1,16.67
BERLIN HEIGHTS,3,3,50.0
BERLIN HEIGHTS,4,2,33.33
BERLIN TOWNSHIP,2,1,100.0
BERMUDA DUNES,2,2,100.0
BERN,2,1,50.0
BERN,4,1,50.0
BERNALILLO,2,1,50.0
BERNALILLO,3,1,50.0
BERNARD,2,4,100.0
BERNARDSTON,2,1,50.0
BERNARDSTON,4,1,50.0
BERNARDSVILLE,2,1,33.33
BERNARDSVILLE,4,2,66.67
BERNE,2,2,25.0
BERNE,4,6,75.0
BERNHARDS BAY,2,1,50.0
BERNHARDS BAY,4,1,50.0
BERNVILLE,2,58,61.05
BERNVILLE,3,2,2.11
BERNVILLE,4,35,36.84
BERRIEN SPRINGS,2,10,50.0
BERRIEN SPRINGS,4,10,50.0
BERRY,2,11,78.57
BERRY,4,3,21.43
BERRY CREEK,2,62,96.88
BERRY CREEK,3,2,3.13
BERRYVILLE,2,160,84.21
BERRYVILLE,3,2,1.05
BERRYVILLE,4,28,14.74
BERTHA,2,8,100.0
BERTHOLD,2,9,100.0
BERTHOUD,2,58,61.7
BERTHOUD,3,23,24.47
BERTHOUD,4,13,13.83
BERWICK,2,81,95.29
BERWICK,4,4,4.71
BERWYN,1,1,0.34
BERWYN,2,240,80.54
BERWYN,3,41,13.76
BERWYN,4,16,5.37
BERYL,2,19,90.48
BERYL,4,2,9.52
BESSEMER,2,240,92.31
BESSEMER,3,7,2.69
BESSEMER,4,13,5.0
BESSEMER CITY,1,2,5.71
BESSEMER CITY,2,29,82.86
BESSEMER CITY,4,4,11.43
BETHANY,2,20,44.44
BETHANY,3,2,4.44
BETHANY,4,23,51.11
BETHANY BEACH,4,2,100.0
BETHEL,1,2,1.36
BETHEL,2,108,73.47
BETHEL,3,5,3.4
BETHEL,4,32,21.77
BETHEL ISLAND,2,33,100.0
BETHEL PARK,2,3,30.0
BETHEL PARK,4,7,70.0
BETHESDA,1,16,0.67
BETHESDA,2,1988,82.83
BETHESDA,3,255,10.63
BETHESDA,4,141,5.88
BETHLEHEM,1,2,0.27
BETHLEHEM,2,668,88.95
BETHLEHEM,3,15,2.0
BETHLEHEM,4,66,8.79
BETHPAGE,2,54,67.5
BETHPAGE,3,10,12.5
BETHPAGE,4,16,20.0
BETHUNE,2,41,93.18
BETHUNE,4,3,6.82
BETTENDORF,2,76,84.44
BETTENDORF,3,3,3.33
BETTENDORF,4,11,12.22
BEULAH,4,4,100.0
BEULAVILLE,2,9,64.29
BEULAVILLE,3,1,7.14
